user_id,tracker_id,mobile_app_name,is_app_enabled,show_partial_message,is_default_message_app,created_on,modified_on
95035889,882882830,com.apple.mobilemail,false,false,false,2019-08-03T16:46:08.000Z,2019-08-03T16:46:08.000Z
95035889,882882830,com.linkedin.LinkedIn,false,false,false,2019-08-08T10:27:08.000Z,2019-08-08T10:27:08.000Z
95035889,882882830,com.fitbit.FitbitMobile,false,false,false,2019-08-03T15:47:10.000Z,2019-08-03T15:47:10.000Z
95035889,882882830,com.facebook.Facebook,false,false,false,2019-08-03T13:32:47.000Z,2019-08-03T13:32:47.000Z
95035889,882882830,com.facebook.Messenger,false,false,false,2019-08-03T13:32:47.000Z,2019-08-03T13:32:47.000Z
95035889,882882830,net.whatsapp.WhatsApp,false,false,false,2019-08-03T14:11:08.000Z,2019-08-03T14:11:08.000Z
95035889,882882830,com.ubercab.UberClient,false,false,false,2019-09-15T11:48:57.000Z,2019-09-15T11:48:57.000Z
95035889,882882830,com.tinyspeck.chatlyio,false,false,false,2019-08-04T07:53:07.000Z,2019-08-04T07:53:07.000Z
95035889,882882830,com.apple.facetime,false,false,false,2019-08-09T06:55:12.000Z,2019-08-09T06:55:12.000Z
95035889,882882830,com.google.Maps,false,false,false,2019-08-03T15:15:09.000Z,2019-08-03T15:15:09.000Z
95035889,882882830,com.apple.news,false,false,false,2019-08-03T13:26:13.000Z,2019-08-03T13:26:13.000Z
95035889,882882830,com.apple.mobileslideshow,false,false,false,2019-08-08T10:27:08.000Z,2019-08-08T10:27:08.000Z
95035889,882882830,com.pagerduty.PagerDuty,false,false,false,2019-08-13T15:46:58.000Z,2019-08-13T15:46:58.000Z
95035889,882882830,com.getsomeheadspace.headspace,false,false,false,2019-08-03T13:32:47.000Z,2019-08-03T13:32:47.000Z
95035889,882882830,com.waze.iphone,false,false,false,2019-08-30T07:38:22.000Z,2019-08-30T07:38:22.000Z
95035889,882882830,com.amazon.aiv.AIVApp,false,false,false,2019-08-03T13:32:47.000Z,2019-08-03T13:32:47.000Z
95035889,882882830,Stocard,false,false,false,2019-09-08T13:47:14.000Z,2019-09-08T13:47:14.000Z
95035889,882882830,com.facebook.PageAdminApp,false,false,false,2019-08-05T16:04:09.000Z,2019-08-05T16:04:09.000Z
95035889,882882830,com.badoo.Badoo,false,false,false,2019-08-09T06:55:12.000Z,2019-08-09T06:55:12.000Z
95035889,882882830,com.deliveroo.orderapp,false,false,false,2019-08-14T15:16:59.000Z,2019-08-14T15:16:59.000Z
95035889,882882830,com.mttnow.iphone.easyjet,false,false,false,2019-09-08T13:47:14.000Z,2019-09-08T13:47:14.000Z
95035889,882882830,azdev.citymapper,false,false,false,2019-08-03T19:05:08.000Z,2019-08-03T19:05:08.000Z
95035889,882882830,com.revolut.revolut,false,false,false,2019-08-05T13:22:15.000Z,2019-08-05T13:22:15.000Z
95035889,882882830,io.b2a.BankProd,false,false,false,2019-08-03T20:41:09.000Z,2019-08-03T20:41:09.000Z
95035889,882882830,com.beyondsoftware.teamstuff,false,false,false,2019-08-28T10:47:21.000Z,2019-08-28T10:47:21.000Z
95035889,882882830,com.apple.mobiletimer,false,false,false,2019-08-03T22:01:08.000Z,2019-08-03T22:01:08.000Z
95035889,882882830,com.cp-user-prod,false,false,false,2019-08-03T13:32:47.000Z,2019-08-03T13:32:47.000Z
95035889,882882830,com.apple.followup_com.apple.Preferences,false,false,false,2019-08-17T16:01:10.000Z,2019-08-17T16:01:10.000Z
95035889,882882830,com.apple.ScreenTimeNotifications,false,false,false,2019-08-04T08:25:08.000Z,2019-08-04T08:25:08.000Z
